739,"34-36","ART 206","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
740,"23","FIP 250","Thu",1899-12-30 12:30:00,1899-12-30 13:30:00
741,"20-25; 27-33","FIP 239","Tue;Thu",1899-12-30 9:30:00,1899-12-30 11:00:00
742,"25","ART 382","Tue",1899-12-30 7:00:00,1899-12-30 9:00:00
743,"20-25; 27-33","FIP 121","Mon;Wed;Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
744,"3-15","ART 366","Mon;Wed",1899-12-30 15:30:00,1899-12-30 17:00:00
745,"31","FIP 124","Thu",1899-12-30 14:00:00,1899-12-30 15:30:00
746,"5","SCI 236","Wed",1899-12-30 14:00:00,1899-12-30 15:00:00
747,"3-15","ASC 165","Tue",1899-12-30 15:30:00,1899-12-30 17:00:00
748,"34","EME 2205","Tue",1899-12-30 8:30:00,1899-12-30 12:30:00
749,"3-15","EME 1101","Mon;Wed;Fri",1899-12-30 9:30:00,1899-12-30 10:30:00
750,"34","ART 366","Thu",1899-12-30 12:30:00,1899-12-30 16:30:00
751,"14","ART 386","Mon",1899-12-30 17:00:00,1899-12-30 18:00:00
752,"21; 23; 25; 27; 29; 31; 33","SCI 247","Tue",1899-12-30 17:00:00,1899-12-30 19:00:00
753,"34-36","ART 102","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
754,"18","ART 110","Mon;Tue",1899-12-30 7:00:00,1899-12-30 22:00:00
755,"34","EME 0050","Mon",1899-12-30 8:30:00,1899-12-30 12:30:00
756,"34","FIP 121","Wed",1899-12-30 12:30:00,1899-12-30 16:30:00
757,"46-48","EME 1151","Mon;Tue;Wed;Thu;Fri",1899-12-30 13:00:00,1899-12-30 16:00:00
758,"29","ART 204","Mon",1899-12-30 17:00:00,1899-12-30 20:00:00
759,"39-44","ART 214","Tue;Wed;Fri",1899-12-30 14:30:00,1899-12-30 17:00:00
760,"25","FIP 140","Thu",1899-12-30 17:00:00,1899-12-30 19:00:00
761,"31","EME 1153","Mon",1899-12-30 16:00:00,1899-12-30 17:00:00
762,"29","ART 112","Fri",1899-12-30 16:30:00,1899-12-30 20:00:00
763,"20-25; 27-33","ART 106","Mon;Wed;Fri",1899-12-30 9:30:00,1899-12-30 10:30:00
764,"2","LIB L306","Fri",1899-12-30 9:30:00,1899-12-30 11:30:00
765,"27","ART 386","Wed",1899-12-30 16:30:00,1899-12-30 20:00:00
766,"34-36","ART 108","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
767,"36","ART 208","Wed",1899-12-30 8:30:00,1899-12-30 12:30:00
768,"37-52","LIB L312","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
769,"3-15","LIB 303","Mon;Wed",1899-12-30 14:00:00,1899-12-30 15:30:00
770,"27","ART 366","Thu",1899-12-30 20:00:00,1899-12-30 22:00:00
771,"9","LIB L312","Wed",1899-12-30 18:30:00,1899-12-30 20:00:00
772,"16-17","ART 110","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
773,"17","EME 1202","Tue;Fri",1899-12-30 17:30:00,1899-12-30 21:30:00
774,"20-25; 27-33","ASC 140","Mon;Wed",1899-12-30 17:00:00,1899-12-30 18:30:00
775,"3-15","ART 218","Mon;Wed",1899-12-30 15:30:00,1899-12-30 17:00:00
776,"34-36","ART 202","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
777,"16","ART 281","Mon;Tue;Wed;Thu;Fri;Sat",1899-12-30 15:00:00,1899-12-30 21:00:00
778,"34","ART 215","Wed",1899-12-30 8:30:00,1899-12-30 12:30:00
779,"3-15","LIB L312","Mon;Wed;Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
780,"25","ART 365","Mon",1899-12-30 15:30:00,1899-12-30 16:30:00
781,"13","FIP 139","Thu",1899-12-30 11:00:00,1899-12-30 14:00:00
782,"20-25; 27-33","SCI 333","Mon;Wed",1899-12-30 15:30:00,1899-12-30 17:00:00
783,"34-36","ART 206","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
784,"51-52","LIB L305","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
785,"20-25; 27-33","LIB L302","Thu",1899-12-30 14:00:00,1899-12-30 17:00:00
786,"1","SCI 247","Mon;Tue;Wed;Thu",1899-12-30 12:00:00,1899-12-30 16:30:00
787,"11","ART 102","Mon",1899-12-30 9:30:00,1899-12-30 11:30:00
788,"16","ART 376","Thu",1899-12-30 10:00:00,1899-12-30 12:00:00
789,"3-15","FIP 138","Wed",1899-12-30 9:30:00,1899-12-30 12:30:00
790,"52","ART 386","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
791,"16","ART 215","Tue",1899-12-30 12:30:00,1899-12-30 22:00:00
792,"20-25; 27-33","ART 210","Mon;Wed",1899-12-30 12:30:00,1899-12-30 14:00:00
793,"27","LIB L306","Mon",1899-12-30 10:30:00,1899-12-30 12:00:00
794,"20-25; 27-33","ART 214","Tue;Thu",1899-12-30 9:30:00,1899-12-30 11:00:00
795,"27","ART 112","Wed",1899-12-30 17:00:00,1899-12-30 20:00:00
796,"35","ART 114","Tue",1899-12-30 8:30:00,1899-12-30 12:30:00
797,"1","ART 365","Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
798,"3-15","ART 208","Mon;Wed;Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
799,"17","EME 1153","Wed",1899-12-30 16:30:00,1899-12-30 21:30:00
800,"3-15","EME 1101","Tue;Thu",1899-12-30 8:00:00,1899-12-30 9:30:00
801,"30","EME 0050","Fri",1899-12-30 18:00:00,1899-12-30 21:00:00
802,"3-15","ART 374","Tue",1899-12-30 8:30:00,1899-12-30 11:30:00
803,"24","ART 386","Wed",1899-12-30 16:30:00,1899-12-30 19:30:00
804,"20-25; 27-33","ART 376","Mon;Wed;Fri",1899-12-30 10:30:00,1899-12-30 11:30:00
805,"27","ART 365","Wed",1899-12-30 19:00:00,1899-12-30 21:30:00
806,"1","ART 208","Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
807,"1","ART 281","Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
808,"52","ART 382","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
809,"40","ART 208","Mon;Tue;Wed;Thu;Fri",1899-12-30 8:30:00,1899-12-30 17:00:00
810,"3-15","ART 215","Mon",1899-12-30 12:30:00,1899-12-30 14:30:00
811,"34","EME 1202","Thu",1899-12-30 8:30:00,1899-12-30 12:30:00
812,"16","ASC 130","Tue;Wed;Fri",1899-12-30 17:30:00,1899-12-30 21:30:00
813,"16","LIB L312","Fri",1899-12-30 8:30:00,1899-12-30 12:30:00
814,"31","ART 108","Tue",1899-12-30 7:00:00,1899-12-30 9:00:00
815,"10","ART 103","Thu",1899-12-30 18:00:00,1899-12-30 21:30:00
816,"36","ART 382","Mon;Tue;Wed",1899-12-30 14:00:00,1899-12-30 17:00:00
817,"3-15","FIP 204","Mon;Wed",1899-12-30 12:30:00,1899-12-30 14:00:00
818,"8","LIB L302","Fri",1899-12-30 12:30:00,1899-12-30 18:00:00
819,"45","ART 386","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
820,"3-15","ART 108","Mon;Wed;Fri",1899-12-30 8:00:00,1899-12-30 9:00:00
821,"45; 52","SCI 337","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
822,"29","ART 365","Mon",1899-12-30 15:30:00,1899-12-30 17:30:00
823,"16","SCI 236","Tue;Wed;Thu;Fri",1899-12-30 9:00:00,1899-12-30 18:00:00
824,"20-25; 27-33","ART 106","Tue;Thu",1899-12-30 9:30:00,1899-12-30 11:00:00
825,"36","FIP 204","Fri",1899-12-30 8:30:00,1899-12-30 12:30:00
826,"3-15","ART 112","Tue;Thu",1899-12-30 9:30:00,1899-12-30 11:00:00
827,"22","ART 202","Tue",1899-12-30 13:00:00,1899-12-30 18:00:00
828,"45-46","ART 106","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
829,"3","ART 218","Wed;Thu;Fri;Sat;Sun",1899-12-30 18:30:00,1899-12-30 22:00:00
830,"24","EME 1101","Fri",1899-12-30 17:00:00,1899-12-30 22:00:00
831,"22-33","ART 114","Tue;Thu",1899-12-30 14:30:00,1899-12-30 16:30:00
832,"39-43","SCI 396","Tue;Wed;Fri",1899-12-30 8:30:00,1899-12-30 11:00:00
833,"3-15","ART 376","Tue;Thu",1899-12-30 17:00:00,1899-12-30 18:30:00
834,"20-25; 27-33","ASC 140","Tue;Thu",1899-12-30 9:30:00,1899-12-30 11:00:00
835,"27","ART 206","Thu",1899-12-30 17:00:00,1899-12-30 20:00:00
836,"20-25; 27-33","ART 218","Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
837,"17","FIP 140","Tue",1899-12-30 8:30:00,1899-12-30 15:30:00
838,"35","ART 366","Thu",1899-12-30 8:30:00,1899-12-30 12:30:00
839,"20-25; 27-33","EME 0050","Mon;Wed;Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
840,"35","ASC 140","Wed",1899-12-30 8:30:00,1899-12-30 12:30:00
841,"3-15","FIP 129","Mon",1899-12-30 13:00:00,1899-12-30 14:00:00
842,"26","ART 106","Wed",1899-12-30 10:00:00,1899-12-30 14:00:00
843,"3-15","EME 2111","Mon;Wed;Fri",1899-12-30 9:30:00,1899-12-30 10:30:00
844,"23","LIB 303","Wed",1899-12-30 11:30:00,1899-12-30 12:30:00
845,"30-33","ART 215","Mon",1899-12-30 14:30:00,1899-12-30 16:30:00
846,"47-52","ART 281","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
847,"3-15","ART 206","Tue;Thu",1899-12-30 9:30:00,1899-12-30 11:00:00
848,"16","FIP 140","Mon;Tue;Wed;Thu;Fri;Sat",1899-12-30 15:00:00,1899-12-30 21:00:00
849,"3-15","ART 365","Tue;Thu",1899-12-30 15:30:00,1899-12-30 17:00:00
850,"20-25; 27-33","EME 1202","Tue",1899-12-30 8:30:00,1899-12-30 10:00:00
851,"3-15","EME 0050","Mon;Wed",1899-12-30 17:00:00,1899-12-30 18:30:00
852,"17","EME 1153","Mon;Tue;Wed;Thu;Fri;Sat",1899-12-30 7:00:00,1899-12-30 14:00:00
853,"3-15","FIP 138","Fri",1899-12-30 13:00:00,1899-12-30 16:00:00
854,"26","EME 2181","Wed",1899-12-30 7:00:00,1899-12-30 16:30:00
855,"20-25; 27-33","FIP 139","Tue;Thu",1899-12-30 14:00:00,1899-12-30 15:30:00
856,"3-15","FIP 250","Mon;Wed",1899-12-30 12:30:00,1899-12-30 14:00:00
857,"10-15","FIP 138","Thu",1899-12-30 8:30:00,1899-12-30 9:30:00
858,"41","EME 1121","Fri",1899-12-30 8:30:00,1899-12-30 12:00:00
859,"34","FIP 133","Tue",1899-12-30 8:30:00,1899-12-30 12:30:00
860,"34-36","ART 106","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
861,"22; 24; 26; 28; 30; 32","FIP 140","Fri",1899-12-30 12:30:00,1899-12-30 14:00:00
862,"34","ASC 140","Thu",1899-12-30 17:30:00,1899-12-30 21:30:00
863,"17","ART 365","Fri",1899-12-30 9:00:00,1899-12-30 16:00:00
864,"5-15","ART 204","Thu",1899-12-30 16:00:00,1899-12-30 17:30:00
865,"27","ART 203","Fri",1899-12-30 12:00:00,1899-12-30 13:00:00
866,"34","ART 374","Wed",1899-12-30 17:30:00,1899-12-30 21:30:00
867,"34-36","ART 102","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
868,"20-25; 27-33","FIP 140","Thu",1899-12-30 8:00:00,1899-12-30 9:30:00
869,"34","ART 114","Wed",1899-12-30 8:30:00,1899-12-30 12:30:00
870,"29","ART 204","Fri",1899-12-30 16:30:00,1899-12-30 20:00:00
871,"4-15","SCI 236","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 18:30:00,1899-12-30 22:00:00
872,"20-25; 27-33","ART 114","Tue;Thu",1899-12-30 9:30:00,1899-12-30 11:00:00
873,"1","SCI 247","Mon;Tue;Wed;Thu",1899-12-30 12:00:00,1899-12-30 16:30:00
874,"17","ART 104","Thu",1899-12-30 12:30:00,1899-12-30 18:00:00
875,"3","ART 208","Wed",1899-12-30 9:30:00,1899-12-30 11:00:00
876,"1","FIP 124","Tue",1899-12-30 12:00:00,1899-12-30 13:30:00
877,"41","ART 203","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
878,"37-52","LIB 303","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
879,"22-31","FIP 138","Mon",1899-12-30 12:30:00,1899-12-30 13:30:00
880,"10","EME 2181","Fri",1899-12-30 15:30:00,1899-12-30 22:00:00
881,"34","ART 374","Thu",1899-12-30 8:30:00,1899-12-30 12:30:00
882,"16","EME 2181","Mon",1899-12-30 9:00:00,1899-12-30 15:00:00
883,"20-25; 27-33","ART 108","Mon;Wed",1899-12-30 15:30:00,1899-12-30 17:00:00
884,"26","FIP 239","Wed",1899-12-30 7:00:00,1899-12-30 16:30:00
885,"5","EME 2111","Thu",1899-12-30 14:00:00,1899-12-30 16:30:00
886,"22","ART 104","Fri",1899-12-30 14:30:00,1899-12-30 18:00:00
887,"34-36","ART 104","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
888,"34","SCI 337","Thu",1899-12-30 17:30:00,1899-12-30 21:30:00
889,"20; 22; 24; 26; 28; 30; 32","FIP 250","Wed",1899-12-30 9:30:00,1899-12-30 12:30:00
890,"16","SCI 247","Wed",1899-12-30 17:00:00,1899-12-30 20:00:00
891,"27","SCI 234","Thu",1899-12-30 11:00:00,1899-12-30 12:30:00
892,"30","ART 112","Thu",1899-12-30 14:00:00,1899-12-30 15:30:00
893,"3-15","ART 108","Tue;Thu",1899-12-30 12:30:00,1899-12-30 14:00:00
894,"12","ASC 140","Tue",1899-12-30 17:00:00,1899-12-30 18:30:00
895,"25","EME 2181","Fri",1899-12-30 17:00:00,1899-12-30 22:00:00
896,"17","ART 366","Mon;Tue;Wed;Sat",1899-12-30 12:30:00,1899-12-30 16:30:00
897,"45-46","ART 218","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
898,"27","LIB L312","Mon",1899-12-30 18:00:00,1899-12-30 22:00:00
899,"14","EME 1151","Wed",1899-12-30 10:30:00,1899-12-30 11:00:00
900,"17","ART 108","Tue",1899-12-30 12:30:00,1899-12-30 16:30:00
901,"20; 22; 24; 28; 30; 32","SCI 396","Tue",1899-12-30 8:00:00,1899-12-30 10:00:00
902,"3-15","EME 1151","Mon;Wed",1899-12-30 12:30:00,1899-12-30 14:00:00
903,"3-15","ART 366","Mon;Wed;Fri",1899-12-30 9:30:00,1899-12-30 10:30:00
904,"34-36","ART 104","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
905,"27","FIP 239","Fri",1899-12-30 18:00:00,1899-12-30 21:00:00
906,"37-52","LIB L317","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
907,"20-25; 27-33","ART 281","Tue;Thu",1899-12-30 11:00:00,1899-12-30 12:30:00
908,"13","SCI 337","Thu",1899-12-30 18:00:00,1899-12-30 20:00:00
909,"3-15","SCI 247","Mon;Wed;Fri",1899-12-30 12:30:00,1899-12-30 13:30:00
910,"10","ASC 140","Thu",1899-12-30 17:00:00,1899-12-30 21:30:00
911,"30","ART 203","Fri",1899-12-30 14:30:00,1899-12-30 17:30:00
912,"17","FIP 129","Tue",1899-12-30 12:30:00,1899-12-30 16:30:00
913,"13","ART 102","Mon",1899-12-30 11:00:00,1899-12-30 12:00:00
914,"20-25; 27-33","ASC 140","Tue;Thu",1899-12-30 9:30:00,1899-12-30 11:00:00
915,"11","SCI 396","Thu",1899-12-30 15:30:00,1899-12-30 17:30:00
916,"21","FIP 139","Fri",1899-12-30 8:30:00,1899-12-30 10:00:00
917,"35","LIB L306","Wed",1899-12-30 17:30:00,1899-12-30 21:30:00
918,"18","FIP 121","Tue",1899-12-30 12:30:00,1899-12-30 16:30:00
919,"28","ART 112","Thu",1899-12-30 14:00:00,1899-12-30 16:00:00
920,"27","ART 102","Fri",1899-12-30 8:30:00,1899-12-30 10:00:00
921,"17","ART 114","Wed",1899-12-30 12:30:00,1899-12-30 16:30:00
922,"3-15","ART 203","Thu",1899-12-30 9:00:00,1899-12-30 12:00:00
923,"20-25; 27-33","SCI 234","Tue",1899-12-30 16:00:00,1899-12-30 17:00:00
924,"34","ASC 140","Tue",1899-12-30 17:30:00,1899-12-30 21:30:00
925,"34","ART 214","Wed",1899-12-30 17:30:00,1899-12-30 21:30:00
926,"20","SCI 333","Thu",1899-12-30 16:30:00,1899-12-30 20:00:00
927,"26","EME 2181","Wed",1899-12-30 7:00:00,1899-12-30 16:30:00
928,"2","ART 218","Mon",1899-12-30 7:00:00,1899-12-30 22:00:00
929,"27","ART 104","Tue",1899-12-30 12:30:00,1899-12-30 14:30:00
930,"35","ART 214","Fri",1899-12-30 12:30:00,1899-12-30 16:30:00
931,"3-15","LIB 303","Mon",1899-12-30 9:30:00,1899-12-30 10:30:00
932,"5","EME 1202","Mon",1899-12-30 19:00:00,1899-12-30 21:30:00
933,"20-25; 27-33","ART 281","Mon;Wed;Fri",1899-12-30 12:30:00,1899-12-30 13:30:00
934,"20-29","ART 104","Thu",1899-12-30 12:30:00,1899-12-30 15:30:00
935,"30","EME 2202","Mon",1899-12-30 17:30:00,1899-12-30 19:30:00
936,"20-25; 27-33","FIP 239","Tue;Thu",1899-12-30 11:00:00,1899-12-30 12:30:00
937,"35","ART 386","Fri",1899-12-30 17:30:00,1899-12-30 21:30:00
938,"34-36","ART 102","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
939,"28","SCI 126","Tue",1899-12-30 8:30:00,1899-12-30 12:30:00
940,"3-15","EME 1202","Mon;Wed;Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
941,"38","SCI 236","Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
942,"28","ART 208","Tue",1899-12-30 16:30:00,1899-12-30 20:00:00
943,"20-25; 27-33","EME 0050","Mon;Wed;Fri",1899-12-30 10:30:00,1899-12-30 11:30:00
944,"34","EME 1121","Wed",1899-12-30 8:30:00,1899-12-30 12:30:00
945,"35","FIP 140","Fri",1899-12-30 12:30:00,1899-12-30 16:30:00
946,"34","EME 1121","Wed",1899-12-30 8:30:00,1899-12-30 12:30:00
947,"3-15","LIB L304","Mon;Wed",1899-12-30 12:30:00,1899-12-30 13:30:00
948,"34","EME 1121","Tue",1899-12-30 12:30:00,1899-12-30 16:30:00
949,"26-33","LIB L302","Tue",1899-12-30 15:30:00,1899-12-30 17:00:00
950,"17","ART 104","Wed",1899-12-30 12:30:00,1899-12-30 17:30:00
951,"20-25; 27-33","ART 366","Mon;Wed;Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
952,"34-36","ART 219","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
953,"12","ART 110","Wed",1899-12-30 15:30:00,1899-12-30 22:00:00
954,"2","ART 202","Mon",1899-12-30 7:00:00,1899-12-30 22:00:00
955,"16","ART 208","Mon;Tue;Wed;Sat",1899-12-30 7:00:00,1899-12-30 22:00:00
956,"34-36","ART 281","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
957,"3-15","SCI 333","Tue;Thu",1899-12-30 9:30:00,1899-12-30 11:00:00
958,"46","EME 1153","Mon;Tue;Wed;Thu;Fri",1899-12-30 9:00:00,1899-12-30 12:00:00
959,"3-15","ART 210","Mon;Wed",1899-12-30 15:30:00,1899-12-30 17:00:00
960,"30-31","ART 215","Fri",1899-12-30 9:00:00,1899-12-30 17:00:00
961,"27","ART 106","Mon",1899-12-30 15:00:00,1899-12-30 17:00:00
962,"3-15","EME 1202","Mon;Wed;Fri",1899-12-30 10:30:00,1899-12-30 11:30:00
963,"35","EME 1121","Thu",1899-12-30 17:30:00,1899-12-30 21:30:00
964,"27","ART 202","Thu",1899-12-30 18:00:00,1899-12-30 21:00:00
965,"3-15","SCI 128","Thu",1899-12-30 11:00:00,1899-12-30 13:00:00
966,"1","EME 1101","Thu",1899-12-30 9:00:00,1899-12-30 12:00:00
967,"34","EME 0050","Mon",1899-12-30 17:30:00,1899-12-30 21:30:00
968,"39-45","FIP 138","Tue;Thu;Fri",1899-12-30 11:00:00,1899-12-30 12:30:00
969,"16","ART 374","Wed",1899-12-30 12:30:00,1899-12-30 18:00:00
970,"20-25; 27-33","FIP 204","Mon;Wed;Fri",1899-12-30 12:30:00,1899-12-30 13:30:00
971,"34-36","ART 218","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
972,"20-25; 27-33","SCI 236","Wed;Fri",1899-12-30 12:30:00,1899-12-30 14:00:00
973,"20-25; 27-33","ART 374","Tue",1899-12-30 9:30:00,1899-12-30 12:30:00
974,"25","LIB L312","Fri",1899-12-30 7:30:00,1899-12-30 17:00:00
975,"16","FIP 140","Mon;Tue;Wed;Thu;Fri;Sat",1899-12-30 15:00:00,1899-12-30 21:00:00
976,"33","FIP 239","Mon",1899-12-30 14:00:00,1899-12-30 15:30:00
977,"1","ART 386","Mon",1899-12-30 12:00:00,1899-12-30 17:00:00
978,"20-25; 27-33","EME 1121","Fri",1899-12-30 9:00:00,1899-12-30 12:00:00
979,"3-15","EME 2111","Mon;Wed;Fri",1899-12-30 11:30:00,1899-12-30 12:30:00
980,"20-25; 27-33","ART 106","Mon;Wed",1899-12-30 8:00:00,1899-12-30 9:30:00
981,"20-25; 27-33","ART 110","Tue;Thu",1899-12-30 12:30:00,1899-12-30 14:00:00
982,"2","ART 204","Mon",1899-12-30 7:00:00,1899-12-30 22:00:00
983,"31","ART 110","Thu",1899-12-30 15:30:00,1899-12-30 17:30:00
984,"3-15","FIP 129","Wed",1899-12-30 8:30:00,1899-12-30 9:30:00
985,"6","ART 106","Mon",1899-12-30 18:00:00,1899-12-30 20:00:00
986,"3-15","ART 114","Tue;Thu",1899-12-30 11:00:00,1899-12-30 12:30:00
987,"8","ASC 130","Thu",1899-12-30 16:30:00,1899-12-30 19:30:00
988,"4-15","SCI 236","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 18:30:00,1899-12-30 22:00:00
989,"21-32","SCI 236","Fri",1899-12-30 14:00:00,1899-12-30 16:00:00
990,"34-36","ART 206","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
991,"28-30","ART 382","Fri",1899-12-30 16:30:00,1899-12-30 18:00:00
992,"6","ART 203","Wed",1899-12-30 8:30:00,1899-12-30 10:00:00
993,"35","FIP 140","Wed",1899-12-30 8:30:00,1899-12-30 12:30:00
994,"34-36","EME 2181","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
995,"18","ART 102","Mon",1899-12-30 9:00:00,1899-12-30 15:00:00
996,"34","LIB L312","Thu",1899-12-30 17:30:00,1899-12-30 21:30:00
997,"34-36","ART 104","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
998,"26","ART 210","Wed",1899-12-30 10:00:00,1899-12-30 14:00:00
999,"2","ART 108","Mon",1899-12-30 7:00:00,1899-12-30 22:00:00
1000,"25","LIB L304","Fri",1899-12-30 10:30:00,1899-12-30 12:30:00
1001,"25","FIP 138","Thu",1899-12-30 15:30:00,1899-12-30 18:30:00
1002,"20-25; 27-33","ASC 165","Wed",1899-12-30 9:30:00,1899-12-30 10:30:00
1003,"34","FIP 133","Tue",1899-12-30 8:30:00,1899-12-30 12:30:00
1004,"16","ART 374","Thu",1899-12-30 10:30:00,1899-12-30 16:30:00
1005,"3-15","ART 114","Tue;Thu",1899-12-30 12:30:00,1899-12-30 14:00:00
1006,"39-44","ART 202","Mon;Thu",1899-12-30 13:00:00,1899-12-30 16:30:00
1007,"22","ART 219","Wed",1899-12-30 14:30:00,1899-12-30 19:30:00
1008,"17","ART 203","Fri",1899-12-30 14:00:00,1899-12-30 16:30:00
1009,"3-15","ART 108","Wed",1899-12-30 11:30:00,1899-12-30 12:30:00
1010,"16","EME 1101","Fri;Sat;Sun",1899-12-30 9:00:00,1899-12-30 21:00:00
1011,"20-25; 27-33","SCI 236","Mon",1899-12-30 9:30:00,1899-12-30 10:30:00
1012,"16","EME 2181","Mon;Tue;Wed;Thu;Fri;Sat",1899-12-30 15:00:00,1899-12-30 21:00:00
1013,"45","ART 376","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
1014,"10","SCI 396","Wed",1899-12-30 9:30:00,1899-12-30 11:30:00
1015,"33","SCI 337","Tue",1899-12-30 12:30:00,1899-12-30 15:00:00
1016,"20-25; 27-33","FIP 204","Tue",1899-12-30 18:00:00,1899-12-30 21:00:00
1017,"34","ART 215","Mon",1899-12-30 8:30:00,1899-12-30 12:30:00
1018,"20","SCI 333","Thu",1899-12-30 12:30:00,1899-12-30 14:00:00
1019,"34","SCI 337","Thu",1899-12-30 12:30:00,1899-12-30 16:30:00
1020,"25","EME 2111","Fri",1899-12-30 17:00:00,1899-12-30 22:00:00
1021,"52","ART 376","Mon;Tue;Wed;Thu;Fri",1899-12-30 7:00:00,1899-12-30 22:00:00
1022,"28","ART 104","Wed",1899-12-30 9:30:00,1899-12-30 11:30:00
1023,"27","ART 203","Thu",1899-12-30 18:00:00,1899-12-30 21:00:00
1024,"38","SCI 396","Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
1025,"12","ART 112","Thu",1899-12-30 12:30:00,1899-12-30 14:00:00
1026,"26","FIP 140","Wed",1899-12-30 7:00:00,1899-12-30 16:30:00
1027,"20-25; 27-33","ART 112","Tue;Thu",1899-12-30 12:30:00,1899-12-30 14:00:00
1028,"24","FIP 121","Mon",1899-12-30 10:30:00,1899-12-30 11:30:00
1029,"6","ART 204","Wed",1899-12-30 15:30:00,1899-12-30 18:30:00
1030,"20-25; 27-33","EME 1153","Mon;Wed",1899-12-30 8:00:00,1899-12-30 9:30:00
1031,"3-15","EME 1121","Mon",1899-12-30 12:30:00,1899-12-30 15:30:00
1032,"31","SCI 236","Fri",1899-12-30 9:00:00,1899-12-30 10:30:00
1033,"34","ASC 130","Tue",1899-12-30 8:30:00,1899-12-30 12:30:00
1034,"21-33","EME 2141","Tue;Thu",1899-12-30 11:00:00,1899-12-30 12:30:00
1035,"16; 18","FIP 138","Mon;Tue;Wed;Thu;Fri;Sat;Sun",1899-12-30 7:00:00,1899-12-30 22:00:00
